2   22   40.0   260.0 1 9
2   23   45.0   260.0 1 9
2   24   50.0   260.0 1 9
2   25   55.0   260.0 1 9
2   40    5.0   265.0 1 13
2   41   10.0   265.0 1 13
2   42   15.0   265.0 1 9
2   43   20.0   265.0 1 9
2   44   25.0   265.0 1 9
2   45   30.0   265.0 1 9
2   46   35.0   265.0 1 9
2   47   40.0   265.0 1 9
2   48   45.0   265.0 1 9
2   49   50.0   265.0 1 9
2   50   55.0   265.0 1 9
2   65    5.0   270.0 1 13
2   66   10.0   270.0 1 13
2   67   15.0   270.0 1 9
2   68   20.0   270.0 1 9
2   69   25.0   270.0 1 9
2   70   30.0   270.0 1 9
2   71   35.0   270.0 1 9
2   72   40.0   270.0 1 9
2   73   45.0   270.0 1 9
2   74   50.0   270.0 1 9
2   75   55.0   270.0 1 9
2   91    5.0   275.0 1 13
2   92   10.0   275.0 1 13
2   93   15.0   275.0 1 9
2   94   20.0   275.0 1 9
2   95   25.0   275.0 1 9
2   96   30.0   275.0 1 9
2   97   35.0   275.0 1 9
2   98   40.0   275.0 1 9
2   99   45.0   275.0 1 9
2  100   50.0   275.0 1 9
2  101   55.0   275.0 1 9
2  116    5.0   280.0 1 13
2  117   10.0   280.0 1 13
2  118   15.0   280.0 1 9
2  119   20.0   280.0 1 9
2  120   25.0   280.0 1 9
2  121   30.0   280.0 1 9
2  122   35.0   280.0 1 9
2  123   40.0   280.0 1 9
2  124   45.0   280.0 1 9
2  125   50.0   280.0 1 9
2  126   55.0   280.0 1 9
2  141    5.0   285.0 1 13
2  142   10.0   285.0 1 13
2  143   15.0   285.0 1 9
2  144   20.0   285.0 1 9
2  145   25.0   285.0 1 9
2  146   30.0   285.0 1 9
2  147   35.0   285.0 1 9
2  148   40.0   285.0 1 9
2  149   45.0   285.0 1 9
2  150   50.0   285.0 1 9
2  151   55.0   285.0 1 9
2  166    5.0   290.0 1 13
2  167   10.0   290.0 1 13
2  168   15.0   290.0 1 9
2  169   20.0   290.0 1 9
2  170   25.0   290.0 1 9
2  171   30.0   290.0 1 9
2  172   35.0   290.0 1 9
2  173   40.0   290.0 1 9
2  174   45.0   290.0 1 9
2  175   50.0   290.0 1 9
2  176   55.0   290.0 1 9
2  192   10.0   295.0 1 13
2  193   15.0   295.0 1 9
2  194   20.0   295.0 1 9
2  195   25.0   295.0 1 9
2  196   30.0   295.0 1 9
2  197   35.0   295.0 1 9
2  198   40.0   295.0 1 9
2  199   45.0   295.0 1 9
2  200   50.0   295.0 1 9
2  201   55.0   295.0 1 9
3   18   20.0   300.0 1 9
3   19   25.0   300.0 1 9
3   20   30.0   300.0 1 9
3   21   35.0   300.0 1 9
3   22   40.0   300.0 1 9
3   23   45.0   300.0 1 9
3   24   50.0   300.0 1 9
3   25   55.0   300.0 1 9
3   45   30.0   305.0 1 9
3   46   35.0   305.0 1 9
3   47   40.0   305.0 1 9
3   48   45.0   305.0 1 9
3   49   50.0   305.0 1 9
3   50   55.0   305.0 1 9
3   71   30.0   310.0 1 9
3   72   35.0   310.0 1 9
3   73   40.0   310.0 1 9
3   74   45.0   310.0 1 9
3   75   50.0   310.0 1 9
3   76   55.0   310.0 1 9
3   97   35.0   315.0 1 9
3   98   40.0   315.0 1 9
3   99   45.0   315.0 1 9
3  100   50.0   315.0 1 9
3  101   55.0   315.0 1 9
3  123   40.0   320.0 1 9
3  124   45.0   320.0 1 9
3  125   50.0   320.0 1 9
3  126   55.0   320.0 1 9
3  148   40.0   325.0 1 9
3  149   45.0   325.0 1 9
3  150   50.0   325.0 1 9
3  151   55.0   325.0 1 9
9    1   60.0   180.0 1 9
9    2   60.0   185.0 1 9
9    3   60.0   190.0 1 9
9    4   60.0   195.0 1 9
9    5   60.0   200.0 1 9
9    6   60.0   205.0 1 9
9    7   60.0   210.0 1 9
9    8   60.0   215.0 1 9
9    9   60.0   220.0 1 9
9   10   60.0   225.0 1 9
9   11   60.0   230.0 1 9
9   12   60.0   235.0 1 9
9   13   60.0   240.0 1 9
9   14   60.0   245.0 1 9
9   15   60.0   250.0 1 9
9   16   60.0   255.0 1 9
9   17   60.0   260.0 1 9
9   18   60.0   265.0 1 9
9   19   60.0   270.0 1 9
9   20   60.0   275.0 1 9
9   21   60.0   280.0 1 9
9   22   60.0   285.0 1 9
9   23   60.0   290.0 1 9
9   24   60.0   295.0 1 9
9   25   60.0   300.0 1 9
9   26   60.0   305.0 1 9
9   27   60.0   310.0 1 9
9   28   60.0   315.0 1 9
9   29   60.0   320.0 1 9
9   30   60.0   325.0 1 9
9   73   65.0   180.0 1 9
9   74   65.0   190.0 1 9
9   75   65.0   200.0 1 9
9   76   65.0   210.0 1 9
9   77   65.0   220.0 1 9
9   78   65.0   230.0 1 9
9   79   65.0   240.0 1 9
9   80   65.0   250.0 1 9
9   81   65.0   260.0 1 9
9   82   65.0   270.0 1 9
9   83   65.0   280.0 1 9
9   84   65.0   290.0 1 9
9   85   65.0   300.0 1 9
9   86   65.0   310.0 1 9
9   87   65.0   320.0 1 9
9  109   70.0   180.0 1 9
9  110   70.0   190.0 1 9
9  111   70.0   200.0 1 9
9  112   70.0   210.0 1 9
9  113   70.0   220.0 1 9
9  114   70.0   230.0 1 9
9  115   70.0   240.0 1 9
9  116   70.0   250.0 1 9
9  117   70.0   260.0 1 9
9  118   70.0   270.0 1 9
9  119   70.0   280.0 1 9
9  120   70.0   290.0 1 9
9  121   70.0   300.0 1 9
9  122   70.0   310.0 1 9
9  123   70.0   320.0 1 9
9  145   75.0   180.0 1 9
9  146   75.0   190.0 1 9
9  147   75.0   200.0 1 9
9  148   75.0   210.0 1 9
9  149   75.0   220.0 1 9
9  150   75.0   230.0 1 9
9  151   75.0   240.0 1 9
9  152   75.0   250.0 1 9
9  153   75.0   260.0 1 9
9  154   75.0   270.0 1 9
9  155   75.0   280.0 1 9
9  181   85.0   180.0 1 9
9  182   85.0   210.0 1 9
9  183   85.0   240.0 1 9
9  184   85.0   270.0 1 9
